latent_dim,nmi_train,nmi_test,acc_test
32,0.013988431693022513,0.0174484920707306,0.6780684104627767
64,0.013988431693022513,0.0174484920707306,0.6519114688128773
128,0.013988431693022513,0.0174484920707306,0.6217303822937625
256,0.013988431693022513,0.0174484920707306,0.5714285714285714
